1,1.0
2,1.0
3,1.0
4,1.0
5,1.0
6,1.0
7,1.0
8,1.0
9,0.895
10,0.855
11,0.831
12,0.801
13,0.809
14,0.799
15,0.747
16,0.789
17,0.44
18,0.257
19,0.231
20,0.236
21,0.084
22,0.105
23,0.1
24,0.083
25,0.035
26,0.035
27,0.016
28,0.02
29,0.008
30,0.003
31,0.004
