1,1.0
2,1.0
3,1.0
4,1.0
5,1.0
6,1.0
7,1.0
8,1.0
9,1.0
10,1.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
16,1.0
17,0.964
18,0.936
19,0.933
20,0.947
21,0.9
22,0.911
23,0.908
24,0.904
25,0.849
26,0.868
27,0.874
28,0.869
29,0.829
30,0.836
31,0.864
